-3.433003619339038437e+02 -1.707812368230883635e+02 -1.861066765980507682e+02 -1.888607852521168127e+02 -1.907140902309306227e+02
-3.408149645311789300e+02 -2.042294618687881211e+02 -1.700618750064076323e+02 -1.809646084713407959e+02 -1.748630880604397362e+02
-3.258736637144641577e+02 -1.678509417719175190e+02 -1.771353164608807731e+02 -1.878165606757264641e+02 -1.907626134909906739e+02
-2.896313570591196367e+02 -1.743388131823307390e+02 -1.927341862919780056e+02 -2.017456711907599072e+02 -1.729725608859629915e+02
-3.172453253512228457e+02 -1.949755415452346767e+02 -1.691005338338314630e+02 -1.854364447173772419e+02 -1.819818051697304782e+02
-2.664446410013250670e+02 -1.762318015015993637e+02 -1.722089598156713635e+02 -1.749562672042421525e+02 -1.935339313342012701e+02
-2.749975038562120062e+02 -1.928900553408974758e+02 -1.830391604214160566e+02 -2.041986888780906213e+02 -1.693291803108642455e+02
-3.638240441674568046e+02 -1.942545185428878085e+02 -1.853197863328050801e+02 -1.826287776874990527e+02 -1.963548512098741412e+02
-2.665765828381778419e+02 -1.881951177382036349e+02 -1.747693278571556448e+02 -1.769541439580033568e+02 -1.902054582221645944e+02
-3.119201239526385052e+02 -1.992420201851157344e+02 -2.109676124389506242e+02 -1.923495897846171374e+02 -1.940544993045685374e+02
-3.535581202804467011e+02 -1.972099823163736119e+02 -1.809312107513896706e+02 -1.732333169559322812e+02 -1.922997520312506481e+02
-3.060113219076549171e+02 -1.880707502908306310e+02 -1.665621361054564886e+02 -2.078592102727704685e+02 -1.953397335284524843e+02
-3.522636761329459887e+02 -1.889180976562581691e+02 -1.848472708258434807e+02 -1.988965457680333486e+02 -1.963133758033193885e+02
-3.094873300051971796e+02 -1.726266895345453065e+02 -1.893783326903013915e+02 -1.780767626016795759e+02 -1.954658194292216535e+02
-3.125522913145211419e+02 -1.922028851609872788e+02 -1.820525089744033949e+02 -1.878134687733667647e+02 -1.938672177387787485e+02
-2.944169676610838451e+02 -2.056865346590473678e+02 -1.669556967964191756e+02 -1.917604930993423977e+02 -1.833991020995981671e+02
-2.910363265226760632e+02 -1.823502232568606587e+02 -1.853074585140730051e+02 -1.665245538072787497e+02 -1.765230928414121934e+02
-3.226386730115504520e+02 -1.711403315701668930e+02 -1.848127839991032602e+02 -1.762369478842134640e+02 -1.897749797733714274e+02
-2.835513130525799284e+02 -1.929508851696098759e+02 -1.701562067672131207e+02 -1.846623806113830142e+02 -1.808406842732535438e+02
-3.352563780065630112e+02 -1.746885838710560108e+02 -1.874618719361284889e+02 -2.093623447247797458e+02 -1.830032330129513127e+02
