-1.568125178359530310e+02 -1.585506471670961446e+02 -1.295373323477825807e+02 -1.454347845273275937e+02 -1.509282308164580400e+02
-1.414682386507380727e+02 -1.539804200610235512e+02 -1.395197025353792810e+02 -1.332545272467790483e+02 -1.449317555911723048e+02
-1.571951731306436102e+02 -1.421773999144315042e+02 -1.574518086193524766e+02 -1.361964065302081224e+02 -1.569257497338083169e+02
-1.591703623907672522e+02 -1.411197928660377841e+02 -1.290835560370097426e+02 -1.466806311645000562e+02 -1.416537522524083386e+02
-1.451569042493244410e+02 -1.340575299842472532e+02 -1.502032924360782431e+02 -1.607816347636822911e+02 -1.468368058764587545e+02
-1.352547438977757110e+02 -1.422599395271921310e+02 -1.357913782353901411e+02 -1.551057590079653892e+02 -1.537165685430884992e+02
-1.598176990391635570e+02 -1.292569920461590982e+02 -1.492155285632308619e+02 -1.513986708082455550e+02 -1.648777056844434981e+02
-1.590635442899044278e+02 -1.352066817259037919e+02 -1.395153721569234335e+02 -1.592457737088216732e+02 -1.606303606944247520e+02
-1.411809711788956747e+02 -1.413481186541723105e+02 -1.466638443203585211e+02 -1.519728977642804750e+02 -1.423281412666620724e+02
-1.414754185524487866e+02 -1.426724765097820580e+02 -1.511357902840731811e+02 -1.370674189867949053e+02 -1.490676382859036266e+02
-1.534988191518114036e+02 -1.556594508052753270e+02 -1.484159202392973498e+02 -1.596951874202213162e+02 -1.502013676999187908e+02
-1.386917486142688745e+02 -1.398532572081525984e+02 -1.387816773516321120e+02 -1.319327543413916146e+02 -1.608692308487735261e+02
-1.435512607322870338e+02 -1.468196148188152392e+02 -1.434504444702873798e+02 -1.494417694322487193e+02 -1.512357269467248386e+02
-1.442171121933475604e+02 -1.334680369557095219e+02 -1.272504531866266433e+02 -1.365265401504059923e+02 -1.559939198742156918e+02
-1.519001150149964872e+02 -1.415202507792148765e+02 -1.381605426886075634e+02 -1.328580336016773913e+02 -1.619205235943476566e+02
-1.415793233179608706e+02 -1.390319483524348243e+02 -1.325639178861753749e+02 -1.418619012659540601e+02 -1.587168641973335355e+02
-1.441995282366981712e+02 -1.349022100020654875e+02 -1.578899045573778608e+02 -1.455282909885968081e+02 -1.547210190508871506e+02
-1.560840435039692125e+02 -1.475290396967585309e+02 -1.346724102161947485e+02 -1.473961515058858254e+02 -1.564240012534208688e+02
-1.491020104206543238e+02 -1.333185019748643754e+02 -1.493615550455837422e+02 -1.485840858531439039e+02 -1.489707139347669909e+02
-1.592114494662587276e+02 -1.361960487134685991e+02 -1.370155322039998680e+02 -1.533503470287597281e+02 -1.694759512959454639e+02
